3441626
2519375
1811064
1265137
845922
526592
485797
447454
411422
378530
347641
378530
318675
291535
266857
243755
222153
201975
183736
166415
136107
122399
110123
98738
88198
78459
68822
61861
54540
47824
41940
36575
31674
27229
23210
19771
16681
13918
11021
8592
6578
4930
3667
2847
2149
1397
962
599
346
192
105
50
23
9
0
